txtReportName,txtSelectedSites,txtDateRange,txtOtherParams,headerTextBox0,detailRowTextBox0,headerTextBox1,detailRowTextBox1,headerTextBox2,detailRowTextBox2,headerTextBox3,detailRowTextBox3,headerTextBox4,detailRowTextBox4,headerTextBox5,detailRowTextBox5,headerTextBox6,detailRowTextBox6,headerTextBox7,detailRowTextBox7,headerTextBox8,detailRowTextBox8,headerTextBox9,detailRowTextBox9,headerTextBox10,detailRowTextBox10,headerTextBox11,detailRowTextBox11,headerTextBox12,detailRowTextBox12,headerTextBox13,detailRowTextBox13,headerTextBox14,detailRowTextBox14,headerTextBox15,detailRowTextBox15,headerTextBox16,detailRowTextBox16,headerTextBox17,detailRowTextBox17,headerTextBox18,detailRowTextBox18,headerTextBox19,detailRowTextBox19,headerTextBox20,detailRowTextBox20,headerTextBox21,detailRowTextBox21,headerTextBox22,detailRowTextBox22,headerTextBox23,detailRowTextBox23,headerTextBox24,detailRowTextBox24,detailRowTextBoxGrandTotal0,detailRowTextBoxGrandTotal1,detailRowTextBoxGrandTotal2,detailRowTextBoxGrandTotal3,detailRowTextBoxGrandTotal4,detailRowTextBoxGrandTotal5,detailRowTextBoxGrandTotal6,detailRowTextBoxGrandTotal7,detailRowTextBoxGrandTotal8,detailRowTextBoxGrandTotal9,detailRowTextBoxGrandTotal10,detailRowTextBoxGrandTotal11,detailRowTextBoxGrandTotal12,detailRowTextBoxGrandTotal13,detailRowTextBoxGrandTotal14,detailRowTextBoxGrandTotal15,detailRowTextBoxGrandTotal16,detailRowTextBoxGrandTotal17,detailRowTextBoxGrandTotal18,detailRowTextBoxGrandTotal19,detailRowTextBoxGrandTotal20,detailRowTextBoxGrandTotal21,detailRowTextBoxGrandTotal22,detailRowTextBoxGrandTotal23,detailRowTextBoxGrandTotal24
Redemption Tickets Details Report,Site: BankofPinball,"Period: From Thursday, 01-Jan-2026 06:00 AM To Saturday, 31-Jan-2026 06:00 AM",,Site name,BankofPinball,Cashier Name,simon,POSName,Redemption,Redeemed date,04-Jan-2026 4:34 PM,Redemption id,7401,Ticket Eater Receipt Number,,Tickets Loaded Via Ticket Eater,,Redemption Ticket Receipt Number,,Tickets Loaded Via Redemption Receipt,,Redemption Currency Name,,Redemption Currency Value In Tickets,,Redemption Currency Quantity,,Redemption Currency Tickets Loaded,,Manual tickets loaded,,Card Number,,ETickets Redeemed,,Gift code,097138623553,Gift Tickets,35,Total Tickets Loaded,0,Total Tickets Redeemed,35,Balance Tickets Loaded to Card,0,Ticket Loaded To Card number,,Balance Tickets Printed,0,Printed Receipt Number,,GroupIndexer,1,,,,,,,,,,,,,,,,,,,,,,,,,
Redemption Tickets Details Report,Site: BankofPinball,"Period: From Thursday, 01-Jan-2026 06:00 AM To Saturday, 31-Jan-2026 06:00 AM",,Site name,BankofPinball,Cashier Name,simon,POSName,Redemption,Redeemed date,04-Jan-2026 4:34 PM,Redemption id,7401,Ticket Eater Receipt Number,,Tickets Loaded Via Ticket Eater,,Redemption Ticket Receipt Number,,Tickets Loaded Via Redemption Receipt,,Redemption Currency Name,,Redemption Currency Value In Tickets,,Redemption Currency Quantity,,Redemption Currency Tickets Loaded,,Manual tickets loaded,,Card Number,,ETickets Redeemed,,Gift code,097138629067,Gift Tickets,20,Total Tickets Loaded,0,Total Tickets Redeemed,20,Balance Tickets Loaded to Card,0,Ticket Loaded To Card number,,Balance Tickets Printed,0,Printed Receipt Number,,GroupIndexer,1,,,,,,,,,,,,,,,,,,,,,,,,,
Redemption Tickets Details Report,Site: BankofPinball,"Period: From Thursday, 01-Jan-2026 06:00 AM To Saturday, 31-Jan-2026 06:00 AM",,Site name,BankofPinball,Cashier Name,simon,POSName,Redemption,Redeemed date,04-Jan-2026 4:34 PM,Redemption id,7401,Ticket Eater Receipt Number,,Tickets Loaded Via Ticket Eater,,Redemption Ticket Receipt Number,,Tickets Loaded Via Redemption Receipt,,Redemption Currency Name,,Redemption Currency Value In Tickets,,Redemption Currency Quantity,,Redemption Currency Tickets Loaded,,Manual tickets loaded,,Card Number,,ETickets Redeemed,,Gift code,323962,Gift Tickets,70,Total Tickets Loaded,0,Total Tickets Redeemed,70,Balance Tickets Loaded to Card,0,Ticket Loaded To Card number,,Balance Tickets Printed,0,Printed Receipt Number,,GroupIndexer,1,,,,,,,,,,,,,,,,,,,,,,,,,
Redemption Tickets Details Report,Site: BankofPinball,"Period: From Thursday, 01-Jan-2026 06:00 AM To Saturday, 31-Jan-2026 06:00 AM",,Site name,BankofPinball,Cashier Name,simon,POSName,Redemption,Redeemed date,04-Jan-2026 4:34 PM,Redemption id,7401,Ticket Eater Receipt Number,,Tickets Loaded Via Ticket Eater,,Redemption Ticket Receipt Number,,Tickets Loaded Via Redemption Receipt,,Redemption Currency Name,,Redemption Currency Value In Tickets,,Redemption Currency Quantity,,Redemption Currency Tickets Loaded,,Manual tickets loaded,,Card Number,,ETickets Redeemed,,Gift code,758524364602,Gift Tickets,20,Total Tickets Loaded,0,Total Tickets Redeemed,20,Balance Tickets Loaded to Card,0,Ticket Loaded To Card number,,Balance Tickets Printed,0,Printed Receipt Number,,GroupIndexer,1,,,,,,,,,,,,,,,,,,,,,,,,,
Redemption Tickets Details Report,Site: BankofPinball,"Period: From Thursday, 01-Jan-2026 06:00 AM To Saturday, 31-Jan-2026 06:00 AM",,Site name,BankofPinball,Cashier Name,simon,POSName,Redemption,Redeemed date,04-Jan-2026 4:34 PM,Redemption id,7401,Ticket Eater Receipt Number,,Tickets Loaded Via Ticket Eater,,Redemption Ticket Receipt Number,,Tickets Loaded Via Redemption Receipt,,Redemption Currency Name,,Redemption Currency Value In Tickets,,Redemption Currency Quantity,,Redemption Currency Tickets Loaded,,Manual tickets loaded,,Card Number,,ETickets Redeemed,,Gift code,758524366811,Gift Tickets,45,Total Tickets Loaded,0,Total Tickets Redeemed,45,Balance Tickets Loaded to Card,0,Ticket Loaded To Card number,,Balance Tickets Printed,0,Printed Receipt Number,,GroupIndexer,1,,,,,,,,,,,,,,,,,,,,,,,,,
Redemption Tickets Details Report,Site: BankofPinball,"Period: From Thursday, 01-Jan-2026 06:00 AM To Saturday, 31-Jan-2026 06:00 AM",,Site name,BankofPinball,Cashier Name,simon,POSName,Redemption,Redeemed date,04-Jan-2026 4:34 PM,Redemption id,7401,Ticket Eater Receipt Number,,Tickets Loaded Via Ticket Eater,,Redemption Ticket Receipt Number,,Tickets Loaded Via Redemption Receipt,,Redemption Currency Name,,Redemption Currency Value In Tickets,,Redemption Currency Quantity,,Redemption Currency Tickets Loaded,,Manual tickets loaded,,Card Number,,ETickets Redeemed,,Gift code,758524367733,Gift Tickets,35,Total Tickets Loaded,0,Total Tickets Redeemed,35,Balance Tickets Loaded to Card,0,Ticket Loaded To Card number,,Balance Tickets Printed,0,Printed Receipt Number,,GroupIndexer,1,,,,,,,,,,,,,,,,,,,,,,,,,
Redemption Tickets Details Report,Site: BankofPinball,"Period: From Thursday, 01-Jan-2026 06:00 AM To Saturday, 31-Jan-2026 06:00 AM",,Site name,BankofPinball,Cashier Name,simon,POSName,Redemption,Redeemed date,04-Jan-2026 4:34 PM,Redemption id,7401,Ticket Eater Receipt Number,,Tickets Loaded Via Ticket Eater,,Redemption Ticket Receipt Number,,Tickets Loaded Via Redemption Receipt,,Redemption Currency Name,,Redemption Currency Value In Tickets,,Redemption Currency Quantity,,Redemption Currency Tickets Loaded,,Manual tickets loaded,,Card Number,,ETickets Redeemed,,Gift code,898940001412,Gift Tickets,30,Total Tickets Loaded,0,Total Tickets Redeemed,30,Balance Tickets Loaded to Card,0,Ticket Loaded To Card number,,Balance Tickets Printed,0,Printed Receipt Number,,GroupIndexer,1,,,,,,,,,,,,,,,,,,,,,,,,,
Redemption Tickets Details Report,Site: BankofPinball,"Period: From Thursday, 01-Jan-2026 06:00 AM To Saturday, 31-Jan-2026 06:00 AM",,Site name,BankofPinball,Cashier Name,simon,POSName,Redemption,Redeemed date,04-Jan-2026 5:47 PM,Redemption id,7402,Ticket Eater Receipt Number,,Tickets Loaded Via Ticket Eater,,Redemption Ticket Receipt Number,,Tickets Loaded Via Redemption Receipt,,Redemption Currency Name,,Redemption Currency Value In Tickets,,Redemption Currency Quantity,,Redemption Currency Tickets Loaded,,Manual tickets loaded,,Card Number,B7789E61,ETickets Redeemed,500,Gift code,,Gift Tickets,,Total Tickets Loaded,500,Total Tickets Redeemed,0,Balance Tickets Loaded to Card,0,Ticket Loaded To Card number,,Balance Tickets Printed,0,Printed Receipt Number,,GroupIndexer,1,,,,,,,,,,,,,,,,,,,,,,,,,
Redemption Tickets Details Report,Site: BankofPinball,"Period: From Thursday, 01-Jan-2026 06:00 AM To Saturday, 31-Jan-2026 06:00 AM",,Site name,BankofPinball,Cashier Name,simon,POSName,Redemption,Redeemed date,04-Jan-2026 5:47 PM,Redemption id,7402,Ticket Eater Receipt Number,,Tickets Loaded Via Ticket Eater,,Redemption Ticket Receipt Number,,Tickets Loaded Via Redemption Receipt,,Redemption Currency Name,,Redemption Currency Value In Tickets,,Redemption Currency Quantity,,Redemption Currency Tickets Loaded,,Manual tickets loaded,,Card Number,,ETickets Redeemed,,Gift code,326698,Gift Tickets,500,Total Tickets Loaded,0,Total Tickets Redeemed,500,Balance Tickets Loaded to Card,0,Ticket Loaded To Card number,,Balance Tickets Printed,0,Printed Receipt Number,,GroupIndexer,1,,,,,,,,,,,,,,,,,,,,,,,,,
Redemption Tickets Details Report,Site: BankofPinball,"Period: From Thursday, 01-Jan-2026 06:00 AM To Saturday, 31-Jan-2026 06:00 AM",,Site name,BankofPinball,Cashier Name,simon,POSName,Redemption,Redeemed date,10-Jan-2026 12:48 PM,Redemption id,7420,Ticket Eater Receipt Number,,Tickets Loaded Via Ticket Eater,,Redemption Ticket Receipt Number,,Tickets Loaded Via Redemption Receipt,,Redemption Currency Name,,Redemption Currency Value In Tickets,,Redemption Currency Quantity,,Redemption Currency Tickets Loaded,,Manual tickets loaded,,Card Number,F7305960,ETickets Redeemed,450,Gift code,,Gift Tickets,,Total Tickets Loaded,450,Total Tickets Redeemed,0,Balance Tickets Loaded to Card,0,Ticket Loaded To Card number,,Balance Tickets Printed,0,Printed Receipt Number,,GroupIndexer,1,,,,,,,,,,,,,,,,,,,,,,,,,
Redemption Tickets Details Report,Site: BankofPinball,"Period: From Thursday, 01-Jan-2026 06:00 AM To Saturday, 31-Jan-2026 06:00 AM",,Site name,BankofPinball,Cashier Name,simon,POSName,Redemption,Redeemed date,10-Jan-2026 12:48 PM,Redemption id,7420,Ticket Eater Receipt Number,,Tickets Loaded Via Ticket Eater,,Redemption Ticket Receipt Number,,Tickets Loaded Via Redemption Receipt,,Redemption Currency Name,,Redemption Currency Value In Tickets,,Redemption Currency Quantity,,Redemption Currency Tickets Loaded,,Manual tickets loaded,,Card Number,,ETickets Redeemed,,Gift code,097138635440,Gift Tickets,450,Total Tickets Loaded,0,Total Tickets Redeemed,450,Balance Tickets Loaded to Card,0,Ticket Loaded To Card number,,Balance Tickets Printed,0,Printed Receipt Number,,GroupIndexer,1,,,,,,,,,,,,,,,,,,,,,,,,,
Redemption Tickets Details Report,Site: BankofPinball,"Period: From Thursday, 01-Jan-2026 06:00 AM To Saturday, 31-Jan-2026 06:00 AM",,Site name,BankofPinball,Cashier Name,simon,POSName,Redemption,Redeemed date,10-Jan-2026 1:58 PM,Redemption id,7421,Ticket Eater Receipt Number,,Tickets Loaded Via Ticket Eater,,Redemption Ticket Receipt Number,,Tickets Loaded Via Redemption Receipt,,Redemption Currency Name,,Redemption Currency Value In Tickets,,Redemption Currency Quantity,,Redemption Currency Tickets Loaded,,Manual tickets loaded,,Card Number,97FFC161,ETickets Redeemed,661,Gift code,,Gift Tickets,,Total Tickets Loaded,661,Total Tickets Redeemed,0,Balance Tickets Loaded to Card,0,Ticket Loaded To Card number,,Balance Tickets Printed,0,Printed Receipt Number,,GroupIndexer,1,,,,,,,,,,,,,,,,,,,,,,,,,
Redemption Tickets Details Report,Site: BankofPinball,"Period: From Thursday, 01-Jan-2026 06:00 AM To Saturday, 31-Jan-2026 06:00 AM",,Site name,BankofPinball,Cashier Name,simon,POSName,Redemption,Redeemed date,10-Jan-2026 1:58 PM,Redemption id,7421,Ticket Eater Receipt Number,,Tickets Loaded Via Ticket Eater,,Redemption Ticket Receipt Number,,Tickets Loaded Via Redemption Receipt,,Redemption Currency Name,,Redemption Currency Value In Tickets,,Redemption Currency Quantity,,Redemption Currency Tickets Loaded,,Manual tickets loaded,,Card Number,A76C0860,ETickets Redeemed,134,Gift code,,Gift Tickets,,Total Tickets Loaded,134,Total Tickets Redeemed,0,Balance Tickets Loaded to Card,0,Ticket Loaded To Card number,,Balance Tickets Printed,0,Printed Receipt Number,,GroupIndexer,1,,,,,,,,,,,,,,,,,,,,,,,,,
Redemption Tickets Details Report,Site: BankofPinball,"Period: From Thursday, 01-Jan-2026 06:00 AM To Saturday, 31-Jan-2026 06:00 AM",,Site name,BankofPinball,Cashier Name,simon,POSName,Redemption,Redeemed date,10-Jan-2026 1:58 PM,Redemption id,7421,Ticket Eater Receipt Number,,Tickets Loaded Via Ticket Eater,,Redemption Ticket Receipt Number,,Tickets Loaded Via Redemption Receipt,,Redemption Currency Name,,Redemption Currency Value In Tickets,,Redemption Currency Quantity,,Redemption Currency Tickets Loaded,,Manual tickets loaded,,Card Number,,ETickets Redeemed,,Gift code,097138971708,Gift Tickets,200,Total Tickets Loaded,0,Total Tickets Redeemed,200,Balance Tickets Loaded to Card,0,Ticket Loaded To Card number,,Balance Tickets Printed,0,Printed Receipt Number,,GroupIndexer,1,,,,,,,,,,,,,,,,,,,,,,,,,
Redemption Tickets Details Report,Site: BankofPinball,"Period: From Thursday, 01-Jan-2026 06:00 AM To Saturday, 31-Jan-2026 06:00 AM",,Site name,BankofPinball,Cashier Name,simon,POSName,Redemption,Redeemed date,10-Jan-2026 1:58 PM,Redemption id,7421,Ticket Eater Receipt Number,,Tickets Loaded Via Ticket Eater,,Redemption Ticket Receipt Number,,Tickets Loaded Via Redemption Receipt,,Redemption Currency Name,,Redemption Currency Value In Tickets,,Redemption Currency Quantity,,Redemption Currency Tickets Loaded,,Manual tickets loaded,,Card Number,,ETickets Redeemed,,Gift code,321952,Gift Tickets,550,Total Tickets Loaded,0,Total Tickets Redeemed,550,Balance Tickets Loaded to Card,0,Ticket Loaded To Card number,,Balance Tickets Printed,0,Printed Receipt Number,,GroupIndexer,1,,,,,,,,,,,,,,,,,,,,,,,,,
Redemption Tickets Details Report,Site: BankofPinball,"Period: From Thursday, 01-Jan-2026 06:00 AM To Saturday, 31-Jan-2026 06:00 AM",,Site name,BankofPinball,Cashier Name,simon,POSName,Redemption,Redeemed date,10-Jan-2026 1:58 PM,Redemption id,7421,Ticket Eater Receipt Number,,Tickets Loaded Via Ticket Eater,,Redemption Ticket Receipt Number,,Tickets Loaded Via Redemption Receipt,,Redemption Currency Name,,Redemption Currency Value In Tickets,,Redemption Currency Quantity,,Redemption Currency Tickets Loaded,,Manual tickets loaded,,Card Number,,ETickets Redeemed,,Gift code,758524366811,Gift Tickets,45,Total Tickets Loaded,0,Total Tickets Redeemed,45,Balance Tickets Loaded to Card,0,Ticket Loaded To Card number,,Balance Tickets Printed,0,Printed Receipt Number,,GroupIndexer,1,,,,,,,,,,,,,,,,,,,,,,,,,
Redemption Tickets Details Report,Site: BankofPinball,"Period: From Thursday, 01-Jan-2026 06:00 AM To Saturday, 31-Jan-2026 06:00 AM",,Site name,BankofPinball,Cashier Name,simon,POSName,Redemption,Redeemed date,10-Jan-2026 1:59 PM,Redemption id,7422,Ticket Eater Receipt Number,,Tickets Loaded Via Ticket Eater,,Redemption Ticket Receipt Number,,Tickets Loaded Via Redemption Receipt,,Redemption Currency Name,,Redemption Currency Value In Tickets,,Redemption Currency Quantity,,Redemption Currency Tickets Loaded,,Manual tickets loaded,,Card Number,273FA361,ETickets Redeemed,935,Gift code,,Gift Tickets,,Total Tickets Loaded,935,Total Tickets Redeemed,0,Balance Tickets Loaded to Card,0,Ticket Loaded To Card number,,Balance Tickets Printed,0,Printed Receipt Number,,GroupIndexer,1,,,,,,,,,,,,,,,,,,,,,,,,,
Redemption Tickets Details Report,Site: BankofPinball,"Period: From Thursday, 01-Jan-2026 06:00 AM To Saturday, 31-Jan-2026 06:00 AM",,Site name,BankofPinball,Cashier Name,simon,POSName,Redemption,Redeemed date,10-Jan-2026 1:59 PM,Redemption id,7422,Ticket Eater Receipt Number,,Tickets Loaded Via Ticket Eater,,Redemption Ticket Receipt Number,,Tickets Loaded Via Redemption Receipt,,Redemption Currency Name,,Redemption Currency Value In Tickets,,Redemption Currency Quantity,,Redemption Currency Tickets Loaded,,Manual tickets loaded,,Card Number,D7D0C35F,ETickets Redeemed,665,Gift code,,Gift Tickets,,Total Tickets Loaded,665,Total Tickets Redeemed,0,Balance Tickets Loaded to Card,0,Ticket Loaded To Card number,,Balance Tickets Printed,0,Printed Receipt Number,,GroupIndexer,1,,,,,,,,,,,,,,,,,,,,,,,,,
Redemption Tickets Details Report,Site: BankofPinball,"Period: From Thursday, 01-Jan-2026 06:00 AM To Saturday, 31-Jan-2026 06:00 AM",,Site name,BankofPinball,Cashier Name,simon,POSName,Redemption,Redeemed date,10-Jan-2026 1:59 PM,Redemption id,7422,Ticket Eater Receipt Number,,Tickets Loaded Via Ticket Eater,,Redemption Ticket Receipt Number,,Tickets Loaded Via Redemption Receipt,,Redemption Currency Name,,Redemption Currency Value In Tickets,,Redemption Currency Quantity,,Redemption Currency Tickets Loaded,,Manual tickets loaded,,Card Number,,ETickets Redeemed,,Gift code,123456,Gift Tickets,500,Total Tickets Loaded,0,Total Tickets Redeemed,500,Balance Tickets Loaded to Card,0,Ticket Loaded To Card number,,Balance Tickets Printed,0,Printed Receipt Number,,GroupIndexer,1,,,,,,,,,,,,,,,,,,,,,,,,,
Redemption Tickets Details Report,Site: BankofPinball,"Period: From Thursday, 01-Jan-2026 06:00 AM To Saturday, 31-Jan-2026 06:00 AM",,Site name,BankofPinball,Cashier Name,simon,POSName,Redemption,Redeemed date,10-Jan-2026 1:59 PM,Redemption id,7422,Ticket Eater Receipt Number,,Tickets Loaded Via Ticket Eater,,Redemption Ticket Receipt Number,,Tickets Loaded Via Redemption Receipt,,Redemption Currency Name,,Redemption Currency Value In Tickets,,Redemption Currency Quantity,,Redemption Currency Tickets Loaded,,Manual tickets loaded,,Card Number,,ETickets Redeemed,,Gift code,758524363506,Gift Tickets,"1,100",Total Tickets Loaded,0,Total Tickets Redeemed,"1,100",Balance Tickets Loaded to Card,0,Ticket Loaded To Card number,,Balance Tickets Printed,0,Printed Receipt Number,,GroupIndexer,1,,,,,,,,,,,,,,,,,,,,,,,,,
Redemption Tickets Details Report,Site: BankofPinball,"Period: From Thursday, 01-Jan-2026 06:00 AM To Saturday, 31-Jan-2026 06:00 AM",,Site name,BankofPinball,Cashier Name,simon,POSName,Redemption,Redeemed date,10-Jan-2026 2:01 PM,Redemption id,7423,Ticket Eater Receipt Number,,Tickets Loaded Via Ticket Eater,,Redemption Ticket Receipt Number,,Tickets Loaded Via Redemption Receipt,,Redemption Currency Name,,Redemption Currency Value In Tickets,,Redemption Currency Quantity,,Redemption Currency Tickets Loaded,,Manual tickets loaded,,Card Number,67096660,ETickets Redeemed,705,Gift code,,Gift Tickets,,Total Tickets Loaded,705,Total Tickets Redeemed,0,Balance Tickets Loaded to Card,0,Ticket Loaded To Card number,,Balance Tickets Printed,0,Printed Receipt Number,,GroupIndexer,1,,,,,,,,,,,,,,,,,,,,,,,,,
Redemption Tickets Details Report,Site: BankofPinball,"Period: From Thursday, 01-Jan-2026 06:00 AM To Saturday, 31-Jan-2026 06:00 AM",,Site name,BankofPinball,Cashier Name,simon,POSName,Redemption,Redeemed date,10-Jan-2026 2:01 PM,Redemption id,7423,Ticket Eater Receipt Number,,Tickets Loaded Via Ticket Eater,,Redemption Ticket Receipt Number,,Tickets Loaded Via Redemption Receipt,,Redemption Currency Name,,Redemption Currency Value In Tickets,,Redemption Currency Quantity,,Redemption Currency Tickets Loaded,,Manual tickets loaded,,Card Number,,ETickets Redeemed,,Gift code,097138679024,Gift Tickets,35,Total Tickets Loaded,0,Total Tickets Redeemed,35,Balance Tickets Loaded to Card,0,Ticket Loaded To Card number,,Balance Tickets Printed,0,Printed Receipt Number,,GroupIndexer,1,,,,,,,,,,,,,,,,,,,,,,,,,
Redemption Tickets Details Report,Site: BankofPinball,"Period: From Thursday, 01-Jan-2026 06:00 AM To Saturday, 31-Jan-2026 06:00 AM",,Site name,BankofPinball,Cashier Name,simon,POSName,Redemption,Redeemed date,10-Jan-2026 2:01 PM,Redemption id,7423,Ticket Eater Receipt Number,,Tickets Loaded Via Ticket Eater,,Redemption Ticket Receipt Number,,Tickets Loaded Via Redemption Receipt,,Redemption Currency Name,,Redemption Currency Value In Tickets,,Redemption Currency Quantity,,Redemption Currency Tickets Loaded,,Manual tickets loaded,,Card Number,,ETickets Redeemed,,Gift code,097138889683,Gift Tickets,100,Total Tickets Loaded,0,Total Tickets Redeemed,100,Balance Tickets Loaded to Card,0,Ticket Loaded To Card number,,Balance Tickets Printed,0,Printed Receipt Number,,GroupIndexer,1,,,,,,,,,,,,,,,,,,,,,,,,,
Redemption Tickets Details Report,Site: BankofPinball,"Period: From Thursday, 01-Jan-2026 06:00 AM To Saturday, 31-Jan-2026 06:00 AM",,Site name,BankofPinball,Cashier Name,simon,POSName,Redemption,Redeemed date,10-Jan-2026 2:01 PM,Redemption id,7423,Ticket Eater Receipt Number,,Tickets Loaded Via Ticket Eater,,Redemption Ticket Receipt Number,,Tickets Loaded Via Redemption Receipt,,Redemption Currency Name,,Redemption Currency Value In Tickets,,Redemption Currency Quantity,,Redemption Currency Tickets Loaded,,Manual tickets loaded,,Card Number,,ETickets Redeemed,,Gift code,321952,Gift Tickets,550,Total Tickets Loaded,0,Total Tickets Redeemed,550,Balance Tickets Loaded to Card,0,Ticket Loaded To Card number,,Balance Tickets Printed,0,Printed Receipt Number,,GroupIndexer,1,,,,,,,,,,,,,,,,,,,,,,,,,
Redemption Tickets Details Report,Site: BankofPinball,"Period: From Thursday, 01-Jan-2026 06:00 AM To Saturday, 31-Jan-2026 06:00 AM",,Site name,BankofPinball,Cashier Name,simon,POSName,Redemption,Redeemed date,10-Jan-2026 2:01 PM,Redemption id,7423,Ticket Eater Receipt Number,,Tickets Loaded Via Ticket Eater,,Redemption Ticket Receipt Number,,Tickets Loaded Via Redemption Receipt,,Redemption Currency Name,,Redemption Currency Value In Tickets,,Redemption Currency Quantity,,Redemption Currency Tickets Loaded,,Manual tickets loaded,,Card Number,,ETickets Redeemed,,Gift code,758524364602,Gift Tickets,20,Total Tickets Loaded,0,Total Tickets Redeemed,20,Balance Tickets Loaded to Card,0,Ticket Loaded To Card number,,Balance Tickets Printed,0,Printed Receipt Number,,GroupIndexer,1,,,,,,,,,,,,,,,,,,,,,,,,,
Redemption Tickets Details Report,Site: BankofPinball,"Period: From Thursday, 01-Jan-2026 06:00 AM To Saturday, 31-Jan-2026 06:00 AM",,Site name,BankofPinball,Cashier Name,simon,POSName,Redemption,Redeemed date,10-Jan-2026 2:03 PM,Redemption id,7424,Ticket Eater Receipt Number,,Tickets Loaded Via Ticket Eater,,Redemption Ticket Receipt Number,,Tickets Loaded Via Redemption Receipt,,Redemption Currency Name,,Redemption Currency Value In Tickets,,Redemption Currency Quantity,,Redemption Currency Tickets Loaded,,Manual tickets loaded,,Card Number,273FA361,ETickets Redeemed,120,Gift code,,Gift Tickets,,Total Tickets Loaded,120,Total Tickets Redeemed,0,Balance Tickets Loaded to Card,0,Ticket Loaded To Card number,,Balance Tickets Printed,0,Printed Receipt Number,,GroupIndexer,1,,,,,,,,,,,,,,,,,,,,,,,,,
Redemption Tickets Details Report,Site: BankofPinball,"Period: From Thursday, 01-Jan-2026 06:00 AM To Saturday, 31-Jan-2026 06:00 AM",,Site name,BankofPinball,Cashier Name,simon,POSName,Redemption,Redeemed date,10-Jan-2026 2:03 PM,Redemption id,7424,Ticket Eater Receipt Number,,Tickets Loaded Via Ticket Eater,,Redemption Ticket Receipt Number,,Tickets Loaded Via Redemption Receipt,,Redemption Currency Name,,Redemption Currency Value In Tickets,,Redemption Currency Quantity,,Redemption Currency Tickets Loaded,,Manual tickets loaded,5,Card Number,,ETickets Redeemed,,Gift code,,Gift Tickets,,Total Tickets Loaded,5,Total Tickets Redeemed,0,Balance Tickets Loaded to Card,0,Ticket Loaded To Card number,,Balance Tickets Printed,0,Printed Receipt Number,,GroupIndexer,1,,,,,,,,,,,,,,,,,,,,,,,,,
Redemption Tickets Details Report,Site: BankofPinball,"Period: From Thursday, 01-Jan-2026 06:00 AM To Saturday, 31-Jan-2026 06:00 AM",,Site name,BankofPinball,Cashier Name,simon,POSName,Redemption,Redeemed date,10-Jan-2026 2:03 PM,Redemption id,7424,Ticket Eater Receipt Number,,Tickets Loaded Via Ticket Eater,,Redemption Ticket Receipt Number,,Tickets Loaded Via Redemption Receipt,,Redemption Currency Name,,Redemption Currency Value In Tickets,,Redemption Currency Quantity,,Redemption Currency Tickets Loaded,,Manual tickets loaded,,Card Number,,ETickets Redeemed,,Gift code,097138502179,Gift Tickets,125,Total Tickets Loaded,0,Total Tickets Redeemed,125,Balance Tickets Loaded to Card,0,Ticket Loaded To Card number,,Balance Tickets Printed,0,Printed Receipt Number,,GroupIndexer,1,,,,,,,,,,,,,,,,,,,,,,,,,
Redemption Tickets Details Report,Site: BankofPinball,"Period: From Thursday, 01-Jan-2026 06:00 AM To Saturday, 31-Jan-2026 06:00 AM",,Site name,BankofPinball,Cashier Name,simon,POSName,Redemption,Redeemed date,10-Jan-2026 3:43 PM,Redemption id,7425,Ticket Eater Receipt Number,,Tickets Loaded Via Ticket Eater,,Redemption Ticket Receipt Number,,Tickets Loaded Via Redemption Receipt,,Redemption Currency Name,,Redemption Currency Value In Tickets,,Redemption Currency Quantity,,Redemption Currency Tickets Loaded,,Manual tickets loaded,,Card Number,E316BA52,ETickets Redeemed,"21,250",Gift code,,Gift Tickets,,Total Tickets Loaded,"21,250",Total Tickets Redeemed,0,Balance Tickets Loaded to Card,0,Ticket Loaded To Card number,,Balance Tickets Printed,0,Printed Receipt Number,,GroupIndexer,1,,,,,,,,,,,,,,,,,,,,,,,,,
Redemption Tickets Details Report,Site: BankofPinball,"Period: From Thursday, 01-Jan-2026 06:00 AM To Saturday, 31-Jan-2026 06:00 AM",,Site name,BankofPinball,Cashier Name,simon,POSName,Redemption,Redeemed date,10-Jan-2026 3:43 PM,Redemption id,7425,Ticket Eater Receipt Number,,Tickets Loaded Via Ticket Eater,,Redemption Ticket Receipt Number,,Tickets Loaded Via Redemption Receipt,,Redemption Currency Name,,Redemption Currency Value In Tickets,,Redemption Currency Quantity,,Redemption Currency Tickets Loaded,,Manual tickets loaded,,Card Number,,ETickets Redeemed,,Gift code,075656000414,Gift Tickets,"5,600",Total Tickets Loaded,0,Total Tickets Redeemed,"5,600",Balance Tickets Loaded to Card,0,Ticket Loaded To Card number,,Balance Tickets Printed,0,Printed Receipt Number,,GroupIndexer,1,,,,,,,,,,,,,,,,,,,,,,,,,
